instance_id,deck_id,platform,mode,version,effective_date,card_name,card_variant,card_type,suit,color,rank,quantity,card_key,equip_slot,distance_modifier,source,source_type,verification_status,verified_date,notes
sgs-mobile-20260725-011,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,顺手牵羊,无,锦囊牌,♦,红,4,1,sgs_trick_shunshouqianyang,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-012,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,火杀,无,基本牌,♦,红,4,1,sgs_basic_huosha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-013,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,5,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-014,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,贯石斧,无,装备牌,♦,红,5,1,sgs_weapon_guanshifu,weapon,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-015,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,火杀,无,基本牌,♦,红,5,1,sgs_basic_huosha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-016,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♦,红,6,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-017,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,6,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-018,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,6,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-019,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♦,红,7,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-020,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,7,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-021,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,7,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-022,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♦,红,8,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-023,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,8,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-024,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,8,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-025,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♦,红,9,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-026,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,9,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-027,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,酒,无,基本牌,♦,红,9,1,sgs_basic_jiu,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-028,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♦,红,10,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-029,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,10,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-030,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,10,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-031,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,J,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-032,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,J,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-033,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,闪,无,基本牌,♦,红,J,1,sgs_basic_shan,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-034,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,桃,无,基本牌,♦,红,Q,1,sgs_basic_tao,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-035,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,方天画戟,无,装备牌,♦,红,Q,1,sgs_weapon_fangtianhuaji,weapon,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-036,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,火攻,无,锦囊牌,♦,红,Q,1,sgs_trick_huogong,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-037,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,无懈可击,EX扩展,锦囊牌,♦,红,Q,1,sgs_trick_wuxiekeji,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户补充确认：EX扩展牌，点数同上一行；本牌堆正常包含；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-038,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♦,红,K,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-039,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,紫骍,无,装备牌,♦,红,K,1,sgs_mount_offensive,attack_horse,-1,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-040,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,骅骝,无,装备牌,♦,红,K,1,sgs_mount_defensive,defense_horse,+1,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-041,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,决斗,无,锦囊牌,♣,黑,A,1,sgs_trick_juedou,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）；用户移动版决斗实际牌局记录确认：目标先响应、双方交替打出【杀】、普通/火/雷杀均可满足“打出一张【杀】”（USER_CONFIRMED_MOBILE_RULE，2026-08-09）
sgs-mobile-20260725-042,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,诸葛连弩,无,装备牌,♣,黑,A,1,sgs_weapon_zhugeliannu,weapon,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-08，移动版）
sgs-mobile-20260725-043,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,白银狮子,无,装备牌,♣,黑,A,1,sgs_armor_baiyinshizi,armor,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-044,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♣,黑,2,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-045,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,八卦阵,无,装备牌,♣,黑,2,1,sgs_armor_baguazhen,armor,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-046,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,藤甲,无,装备牌,♣,黑,2,1,sgs_armor_tengjia,armor,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-047,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,仁王盾,EX扩展,装备牌,♣,黑,2,1,sgs_armor_renwangdun,armor,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户补充确认：EX扩展牌，点数同上一行；本牌堆正常包含；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-048,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♣,黑,3,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-049,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,过河拆桥,无,锦囊牌,♣,黑,3,1,sgs_trick_guohechaiqiao,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
sgs-mobile-20260725-050,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,酒,无,基本牌,♣,黑,3,1,sgs_basic_jiu,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证
sgs-mobile-20260725-051,sgs_mobile_non_special_20260725_unofficial,三国杀移动版,常规军争身份模式；排位2v2；斗地主；八人军争限时变体,2026-07-25时的版本,2026-07-25,杀,无,基本牌,♣,黑,4,1,sgs_basic_sha,,,初始来源为非官方网络UP主转录；后经用户与实际卡牌逐张核对,unofficial_transcription_then_user_verified,user_verified_against_actual_cards,2026-07-27,用户原始明细；颜色由花色推导；类别按牌名结构化；未进行官方核验；核验状态不代表官方逐牌认证；卡面正式文本已由用户提供并确认（IN_GAME_CARD_TEXT_CONFIRMED，2026-08-09，移动版军争卡组/卡牌说明截图）
